ID,From,FromID,To,ToID,Stage
323,germany/niedersachsen3,12108263382,germany/nordrhein-westfalen2,1058800445,toSortOffice
324,germany/bayern1,6713638769,slovakia1,11693604335,toSortOffice
325,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,12099673608,netherlands/drenthe|friesland|groningen1,47611270,toSortOffice
326,netherlands/drenthe|friesland|groningen1,317457571,germany/niedersachsen2,825062512,toSortOffice
327,germany/nordrhein-westfalen1,202456042,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,45825665,toSortOffice
328,poland/lubelskie1,7770787768,germany/sachsen2,8064725617,toSortOffice
329,poland/kujawsko-pomorskie1,3244127738,czech-republic3,291681873,toSortOffice
330,germany/nordrhein-westfalen3,8645535223,poland/lubuskie1,1772562631,toSortOffice
331,germany/baden-wuerttemberg1,1157760396,germany/bayern2,896356647,toSortOffice
332,poland/dolnoslaskie1,1625053483,germany/bayern1,265049224,toSortOffice
333,germany/thueringen1,10996135621,czech-republic2,2789199567,toSortOffice
334,austria2,6759557904,czech-republic1,4584020724,toSortOffice
335,switzerland|liechtenstein1,5636622193,germany/baden-wuerttemberg1,459529986,toSortOffice
336,germany/nordrhein-westfalen2,1596122585,germany/hessen2,2023161081,toSortOffice
337,hungary2,2342234471,poland/kujawsko-pomorskie1,1998632152,toSortOffice
338,germany/hamburg|schleswig-holstein1,4168125142,poland/mazowieckie1,11374336953,toSortOffice
339,germany/nordrhein-westfalen3,16808885,germany/baden-wuerttemberg1,269903815,toSortOffice
340,germany/baden-wuerttemberg1,2331230437,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,1406940986,toSortOffice
341,hungary4,12102932907,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,42780974,toSortOffice
342,germany/nordrhein-westfalen3,411078246,switzerland|liechtenstein1,7040623013,toSortOffice
343,germany/nordrhein-westfalen3,30559189,hungary3,473406761,toSortOffice
344,germany/sachsen-anhalt1,12165633343,germany/niedersachsen3,5779428574,toSortOffice
345,germany/baden-wuerttemberg2,2395195658,austria2,3555747160,toSortOffice
346,germany/nordrhein-westfalen1,1826036722,poland/lubuskie1,4813263825,toSortOffice
347,austria3,1175075223,germany/nordrhein-westfalen2,25262683,toSortOffice
348,germany/baden-wuerttemberg1,4380157719,austria4,95767486,toSortOffice
349,germany/niedersachsen3,3018302331,czech-republic2,296908137,toSortOffice
350,hungary3,416421044,switzerland|liechtenstein1,290146550,toSortOffice
351,germany/nordrhein-westfalen2,813951438,hungary5,460987960,toSortOffice
352,germany/bayern1,60730350,germany/nordrhein-westfalen2,5147022035,toSortOffice
353,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,10896523188,czech-republic1,9660249647,toSortOffice
354,germany/hessen2,318125377,austria2,4327068233,toSortOffice
355,germany/rheinland-pfalz|saarland2,6896679240,germany/niedersachsen3,5462661681,toSortOffice
356,germany/thueringen1,11258660992,poland/podlaskie1,5476443103,toSortOffice
357,germany/nordrhein-westfalen2,1590009540,germany/bayern1,33522107,toSortOffice
358,germany/nordrhein-westfalen1,6825807249,switzerland|liechtenstein3,2178443318,toSortOffice
359,poland/slaskie1,1647556191,germany/rheinland-pfalz|saarland1,465728575,toSortOffice
360,germany/hamburg|schleswig-holstein1,8418653627,poland/podkarpackie1,270979546,toSortOffice
361,germany/bayern1,1816475157,belgium3,9590203229,toSortOffice
362,germany/bayern1,1655776601,germany/niedersachsen1,11627576160,toSortOffice
363,germany/bayern3,9097335051,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,46193607,toSortOffice
364,germany/hessen1,1277608791,poland/podkarpackie1,2472364446,toSortOffice
365,poland/kujawsko-pomorskie1,2115104933,poland/dolnoslaskie1,4982778382,toSortOffice
366,slovakia1,3645014635,hungary4,5792058577,toSortOffice
367,switzerland|liechtenstein1,12221859317,poland/wielkopolskie1,5169961570,toSortOffice
368,poland/malopolskie1,1989878476,poland/malopolskie1,10994736353,toSortOffice
369,poland/malopolskie1,4585472743,hungary1,10650445862,toSortOffice
370,germany/baden-wuerttemberg1,11372204533,germany/nordrhein-westfalen1,249814873,toSortOffice
371,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,1160883590,germany/niedersachsen3,5779428574,toSortOffice
372,czech-republic5,4863425563,germany/nordrhein-westfalen2,5037176261,toSortOffice
373,poland/zachodniopomorskie1,6823855873,belgium1,11040499416,toSortOffice
374,switzerland|liechtenstein3,9051470443,germany/bayern1,459775309,toSortOffice
375,germany/rheinland-pfalz|saarland1,260001571,belgium2,1411110957,toSortOffice
376,switzerland|liechtenstein2,259788522,poland/kujawsko-pomorskie1,8197780221,toSortOffice
377,germany/nordrhein-westfalen2,8567052456,germany/baden-wuerttemberg2,30230779,toSortOffice
378,switzerland|liechtenstein2,60939860,germany/baden-wuerttemberg1,248730132,toSortOffice
379,germany/bayern1,90653423,germany/bayern2,5517768691,toSortOffice
380,switzerland|liechtenstein1,936974205,germany/niedersachsen3,2481525425,toSortOffice
381,germany/nordrhein-westfalen3,573459191,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,9982144821,toSortOffice
382,germany/baden-wuerttemberg1,151264635,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,7248309066,toSortOffice
383,switzerland|liechtenstein1,2179923355,hungary4,416869908,toSortOffice
384,germany/bayern1,21666806,czech-republic4,3519566815,toSortOffice
385,poland/podkarpackie1,5889322931,czech-republic1,304310504,toSortOffice
386,slovakia3,992825130,czech-republic5,10801454887,toSortOffice
387,germany/bayern3,3139056162,austria3,12270641534,toSortOffice
388,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,45040501,poland/slaskie1,818860330,toSortOffice
389,switzerland|liechtenstein1,331309948,germany/nordrhein-westfalen3,288902013,toSortOffice
390,germany/hessen1,1726683714,poland/mazowieckie1,390308011,toSortOffice
391,poland/opolskie1,1927247512,germany/hamburg|schleswig-holstein1,1508365549,toSortOffice
392,germany/rheinland-pfalz|saarland2,10133708016,austria4,2401525886,toSortOffice
393,switzerland|liechtenstein2,1912094678,germany/hessen1,10033485549,toSortOffice
394,czech-republic5,8732426522,germany/nordrhein-westfalen1,1486059120,toSortOffice
395,poland/dolnoslaskie1,2426972795,poland/dolnoslaskie1,1001408041,toSortOffice
396,germany/nordrhein-westfalen2,276765831,czech-republic5,4448929729,toSortOffice
397,poland/malopolskie1,3463679269,austria4,27485116,toSortOffice
398,germany/bayern2,298768721,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,43406106,toSortOffice
399,germany/baden-wuerttemberg2,1673551946,germany/hamburg|schleswig-holstein1,309709131,toSortOffice
400,czech-republic2,309018595,germany/nordrhein-westfalen1,1443392554,toSortOffice
401,germany/sachsen3,1676866893,poland/zachodniopomorskie1,9227249064,toSortOffice
402,belgium4,2091485044,germany/nordrhein-westfalen2,5967217492,toSortOffice
403,germany/hamburg|schleswig-holstein1,655409691,poland/mazowieckie1,5002937403,toSortOffice
404,poland/slaskie1,2376112408,germany/hessen1,4932461954,toSortOffice
405,poland/slaskie1,3291257163,germany/niedersachsen3,10013486151,toSortOffice
406,germany/sachsen1,4345112643,germany/hamburg|schleswig-holstein1,1917626961,toSortOffice
407,netherlands/drenthe|friesland|groningen1,47505966,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,8579259674,toSortOffice
408,germany/nordrhein-westfalen1,361105782,germany/baden-wuerttemberg1,15498139,toSortOffice
409,poland/mazowieckie1,251775821,poland/swietokrzyskie1,417893291,toSortOffice
410,poland/mazowieckie1,12177024135,germany/niedersachsen1,255560317,toSortOffice
411,poland/slaskie1,417900781,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,8856787922,toSortOffice
412,germany/niedersachsen2,9229308241,poland/slaskie1,2450402662,toSortOffice
413,germany/bayern2,412171008,germany/baden-wuerttemberg1,65201062,toSortOffice
414,germany/bayern3,4377870473,germany/hamburg|schleswig-holstein1,1132518582,toSortOffice
415,germany/rheinland-pfalz|saarland2,8380877803,poland/wielkopolskie1,9597087872,toSortOffice
416,slovakia3,10871856639,germany/baden-wuerttemberg1,2737079430,toSortOffice
417,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,1554717631,belgium3,270107948,toSortOffice
418,germany/nordrhein-westfalen2,6368009433,germany/baden-wuerttemberg1,5098206204,toSortOffice
419,poland/malopolskie1,577438866,poland/lodzkie1,1824509368,toSortOffice
420,slovakia1,9590096821,germany/nordrhein-westfalen3,1176740098,toSortOffice
421,germany/baden-wuerttemberg1,5406088858,germany/rheinland-pfalz|saarland1,2115408516,toSortOffice
422,belgium2,3464095221,austria3,292257668,toSortOffice
423,poland/pomorskie1,1854105519,germany/rheinland-pfalz|saarland1,320095223,toSortOffice
424,czech-republic2,264533695,germany/hamburg|schleswig-holstein1,1901927506,toSortOffice
425,poland/mazowieckie1,1241652995,germany/hamburg|schleswig-holstein1,4784831110,toSortOffice
426,germany/hessen2,253617595,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,2835608220,toSortOffice
427,germany/nordrhein-westfalen2,2424869694,belgium3,8246234513,toSortOffice
428,germany/brandenburg1,7566743022,poland/lubelskie1,5828046789,toSortOffice
429,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,42058917,poland/lodzkie1,3257175100,toSortOffice
430,germany/niedersachsen3,12189045410,germany/rheinland-pfalz|saarland1,4935527951,toSortOffice
431,austria3,2564078556,germany/niedersachsen3,60326778,toSortOffice
432,poland/pomorskie1,1370484697,germany/nordrhein-westfalen2,2841219869,toSortOffice
433,belgium2,3464095221,germany/brandenburg1,6295619299,toSortOffice
434,slovakia1,2441345488,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,9246998387,toSortOffice
435,belgium1,617377590,netherlands/drenthe|friesland|groningen1,48347490,toSortOffice
436,poland/pomorskie1,33753071,germany/niedersachsen3,5894539724,toSortOffice
437,belgium1,617377590,poland/malopolskie1,4895271640,toSortOffice
438,germany/nordrhein-westfalen1,788690533,germany/bayern1,3340232063,toSortOffice
439,switzerland|liechtenstein3,9668908264,belgium3,2708631553,toSortOffice
440,germany/sachsen3,1142771844,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,4074763244,toSortOffice
441,belgium1,617377590,luxembourg1,310903934,toSortOffice
442,poland/zachodniopomorskie1,1643644643,germany/nordrhein-westfalen2,5514946335,toSortOffice
443,germany/rheinland-pfalz|saarland2,8578672797,poland/slaskie1,3680531001,toSortOffice
444,poland/wielkopolskie1,528537452,switzerland|liechtenstein3,712583750,toSortOffice
445,austria4,21486693,poland/podkarpackie1,634630827,toSortOffice
446,germany/hamburg|schleswig-holstein1,275181435,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,6552750896,toSortOffice
447,hungary1,15354088,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,44876118,toSortOffice
448,germany/nordrhein-westfalen1,53300336,germany/mecklenburg-vorpommern1,2394216714,toSortOffice
449,germany/nordrhein-westfalen2,10859188167,germany/bayern2,333971828,toSortOffice
450,belgium1,617377590,netherlands/limburg|noord-brabant|zeeland|zuid-holland2,4230836495,toSortOffice
451,poland/lodzkie1,5643389026,belgium1,676059968,toSortOffice
452,belgium4,2091485044,germany/sachsen-anhalt1,10155492403,toSortOffice
453,austria3,82715810,poland/dolnoslaskie1,2333033279,toSortOffice
454,slovakia1,3613239174,poland/slaskie1,1843120808,toSortOffice
455,germany/niedersachsen3,9337812597,hungary2,6441733628,toSortOffice
456,poland/mazowieckie1,267795483,germany/niedersachsen3,5716770672,toSortOffice
457,belgium3,1297691931,germany/niedersachsen3,4754479416,toSortOffice
458,germany/nordrhein-westfalen3,3724317330,poland/slaskie1,11868623671,toSortOffice
459,belgium4,2091485044,germany/hamburg|schleswig-holstein1,251123149,toSortOffice
460,germany/nordrhein-westfalen2,25634356,germany/bayern3,2917428070,toSortOffice
461,germany/niedersachsen1,9047435831,germany/bayern3,2158553568,toSortOffice
462,germany/niedersachsen3,2090486824,germany/niedersachsen3,2074313268,toSortOffice
463,hungary5,7994693287,germany/sachsen2,3569733368,toSortOffice
464,czech-republic1,331337732,germany/baden-wuerttemberg1,341386897,toSortOffice
465,germany/niedersachsen1,2751826307,poland/pomorskie1,9665463807,toSortOffice
466,czech-republic1,9105260950,czech-republic1,38444562,toSortOffice
467,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,1379024716,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,1869295984,toSortOffice
468,hungary5,4727218826,germany/hamburg|schleswig-holstein1,6461327356,toSortOffice
469,poland/kujawsko-pomorskie1,3329039304,switzerland|liechtenstein1,8114270180,toSortOffice
470,germany/hessen1,5526226748,germany/brandenburg1,10188193995,toSortOffice
471,poland/malopolskie1,10709913046,germany/baden-wuerttemberg2,257898583,toSortOffice
472,germany/nordrhein-westfalen1,372814397,germany/nordrhein-westfalen1,253901979,toSortOffice
473,austria3,2192837245,hungary3,1704583520,toSortOffice
474,germany/nordrhein-westfalen2,7203726047,germany/bayern3,21179759,toSortOffice
475,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,8867728400,germany/nordrhein-westfalen2,1345668596,toSortOffice
476,czech-republic1,3800581638,germany/nordrhein-westfalen3,338988228,toSortOffice
477,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,9461787076,switzerland|liechtenstein2,2501067626,toSortOffice
478,hungary1,3106348369,germany/brandenburg1,303524175,toSortOffice
479,germany/hamburg|schleswig-holstein1,9631268660,poland/mazowieckie1,6325476839,toSortOffice
480,germany/sachsen2,1660874022,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,5718158951,toSortOffice
481,belgium4,2091485044,germany/nordrhein-westfalen2,268112855,toSortOffice
482,slovakia3,5841544030,austria2,5688640473,toSortOffice
483,poland/podlaskie1,2322307493,hungary3,472781353,toSortOffice
484,poland/kujawsko-pomorskie1,2475524233,czech-republic1,5599873938,toSortOffice
485,switzerland|liechtenstein3,5144770862,poland/mazowieckie1,9825075466,toSortOffice
486,germany/niedersachsen2,312356517,poland/mazowieckie1,4187909415,toSortOffice
487,belgium1,617377590,poland/wielkopolskie1,5421225609,toSortOffice
488,germany/hamburg|schleswig-holstein1,5589863992,austria4,6828580543,toSortOffice
489,poland/slaskie1,12015872541,germany/nordrhein-westfalen3,1828872137,toSortOffice
490,germany/nordrhein-westfalen2,3387532762,germany/baden-wuerttemberg2,243840395,toSortOffice
491,poland/zachodniopomorskie1,2830098558,germany/niedersachsen3,1180386760,toSortOffice
492,germany/nordrhein-westfalen2,477607399,poland/pomorskie1,4466257735,toSortOffice
493,switzerland|liechtenstein1,3883383672,austria5,1255237966,toSortOffice
494,poland/podkarpackie1,4333716162,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,10822451193,toSortOffice
495,poland/slaskie1,3044137543,poland/podlaskie1,5953264214,toSortOffice
496,germany/nordrhein-westfalen2,2154655210,germany/bayern1,426697,toSortOffice
497,switzerland|liechtenstein1,1183682877,germany/baden-wuerttemberg2,566258627,toSortOffice
498,poland/mazowieckie1,3637919422,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,9580330163,toSortOffice
499,hungary1,1012261860,hungary4,1829135264,toSortOffice
500,germany/sachsen-anhalt1,1764411965,germany/hessen1,5268415589,toSortOffice
501,germany/hamburg|schleswig-holstein1,259635073,germany/nordrhein-westfalen1,4155155527,toSortOffice
502,hungary1,5272263921,poland/podkarpackie1,9638218284,toSortOffice
503,austria4,414073928,germany/hamburg|schleswig-holstein1,68532105,toSortOffice
504,poland/malopolskie1,7639999322,germany/sachsen1,443919994,toSortOffice
505,hungary5,1469864728,poland/mazowieckie1,5014215377,toSortOffice
506,poland/opolskie1,791142577,germany/niedersachsen1,1550150355,toSortOffice
507,poland/wielkopolskie1,9590494250,poland/podkarpackie1,503251526,toSortOffice
508,belgium4,2091485044,germany/baden-wuerttemberg1,206362493,toSortOffice
509,germany/baden-wuerttemberg2,1505642007,germany/bayern2,443066839,toSortOffice
510,czech-republic4,317748695,germany/bayern1,1816475130,toSortOffice
511,poland/mazowieckie1,4739535557,germany/rheinland-pfalz|saarland2,10535803,toSortOffice
512,poland/podkarpackie1,5769713886,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,11347407317,toSortOffice
513,germany/baden-wuerttemberg1,286921406,czech-republic2,8665646230,toSortOffice
514,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,6790031201,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht2,46484229,toSortOffice
515,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,42093575,netherlands/flevoland|gelderland|noord-holland|overijssel|utrecht1,4571437402,toSortOffice
516,netherlands/limburg|noord-brabant|zeeland|zuid-holland1,12057313480,germany/rheinland-pfalz|saarland1,293690340,toSortOffice
517,poland/slaskie1,5801094634,germany/sachsen2,6019058390,toSortOffice
